causa,frecuencia,monto_total,pct_cobertura,pct_acumulado,rango,origen
OTRAS OTITIS MEDIAS CRÓNICAS SUPURATIVAS,109,6448772.79,0.0023,96.6112,2468,sample_1000
ESGUINCES Y TORCEDURAS DE LA MUÐECA,349,2603260.15,0.0074,91.3154,1228,sample_1000
"TIROIDITIS, NO ESPECIFICADA",322,4833953.31,0.0068,91.9774,1321,sample_1000
SINDROME POSTFLEBITICO,248,8264448.09,0.0053,93.3114,1544,sample_1000
HIDROPESÍA DE LA VESÍCULA BILIAR,188,11261580.69,0.004,94.7079,1850,sample_1000
HIPEREMESIS GRAVÍDICA LEVE,136,3120589.78,0.0029,95.9546,2214,sample_1000
SÍNDROME DE CEFALEA EN RACIMOS,448,9705719.19,0.0095,89.7854,1046,sample_1000
TRASTORNO ESPECÍFICO DEL DESARROLLO DE LA FUNCIÓN MOTRIZ,156,3939389.64,0.0033,95.4877,2064,sample_1000
"OTRAS DEFORMIDADES CONGÉNITAS DEL CRÁNEO, DE LA CARA Y DE LA MANDÍBULA",162,20746519.43,0.0034,95.3296,2017,sample_1000
HERNIA VENTRAL SIN OBSTRUCCION NI GANGRENA,208,15822731.37,0.0044,94.213,1732,sample_1000
"ARTRITIS, NO ESPECIFICADA",455,17971035.01,0.0097,89.6901,1036,sample_1000
INFECCIONES DIRECTAS DE LA ARTICULACION EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE,116,5311303.06,0.0025,96.4161,2386,sample_1000
"AGRESIÓN CON DISPARO DE OTRAS ARMAS DE FUEGO, Y LAS NO ESPECIFICADAS, VIVIENDA",335,29384702.59,0.0071,91.6493,1274,sample_1000
DISNEA,206,13418233.38,0.0044,94.2526,1741,sample_1000
"HEPATITIS CRÓNICA, NO ESPECIFICADA",235,13352787.11,0.005,93.548,1590,sample_1000
OTRAS ENFERMEDADES ESPECIFICADAS DE LA MÉDULA ESPINAL,129,17928998.21,0.0027,96.1268,2275,sample_1000
TUMOR BENIGNO DE LOS TESTÍCULOS,226,9844328.92,0.0048,93.7241,1626,sample_1000
OTRO SÍNDROME DE INTESTINO IRRITABLE Y EL NO ESPECIFICADO,140,992926.07,0.003,95.8815,2189,sample_1000
"TRASTORNO SINOVIAL Y TENDINOSO, NO ESPECIFICADO",383,11728212.91,0.0081,90.7952,1161,sample_1000
OTROS TRASTORNOS GENERALIZADOS DEL DESARROLLO,222,6121354.16,0.0047,93.8577,1654,sample_1000
QUISTE TRICODÉRMICO,139,2988173.08,0.0029,95.9024,2196,sample_1000
DISPLASIA MAMARIA BENIGNA,159,2903195.51,0.0034,95.4078,2040,sample_1000
PARÁLISIS DE LAS CUERDAS VOCALES Y DE LA LARINGE,292,7482080.66,0.0062,92.469,1397,sample_1000
OTROS TUMORES BENIGNOS DEL TEJIDO CONJUNTIVO Y DE LOS TEJIDOS BLANDOS,178,4989569.24,0.0038,94.9677,1917,sample_1000
CUERPO EXTRAÑO EN SENO PARANASAL,105,1327341.51,0.0022,96.7471,2528,sample_1000
"HIPERPARATIROIDISMO, SIN OTRA ESPECIFICACIÓN",217,15508854.32,0.0046,93.9834,1681,sample_1000
ENFERMEDAD CARDÍACA HIPERTENSIVA SIN INSUFICIENCIA CARDÍACA (CONGESTIVA),171,5576968.72,0.0036,95.1418,1964,sample_1000
OTRAS FORMAS DE ESCLEROSIS SISTÉMICA,143,12586445.03,0.003,95.8245,2170,sample_1000
TRASTORNO GENERALIZADO DEL DESARROLLO NO ESPECIFICADO,137,1383028.19,0.0029,95.9372,2208,sample_1000
HEMORRAGIA SUBARACNOIDEA TRAUMÁTICA,208,17538596.060000002,0.0044,94.1998,1729,sample_1000
OTROS TRASTORNOS DE LA PUBERTAD,162,5026332.43,0.0034,95.3398,2020,sample_1000
INSUFICIENCIA CARDIACA,282,39735588.79,0.006,92.67,1430,sample_1000
OTROS TRASTORNOS DE LA CONDUCCION,104,9067730.78,0.0022,96.7845,2545,sample_1000
HERIDAS MÚLTIPLES DEL TOBILLO Y DEL PIE,127,4878639.67,0.0027,96.1862,2297,sample_1000
"RIÑÓN POLIQUÍSTICO, AUTOSÓMICO DOMINANTE",252,11909904.42,0.0053,93.2743,1537,sample_1000
OTRAS INFECCIONES INTESTINALES BACTERIANAS ESPECIFICADAS,116,3638741.35,0.0025,96.4061,2382,sample_1000
"QUEMADURA DEL TOBILLO Y DEL PIE, DE SEGUNDO GRADO",101,4448425.4,0.0021,96.8372,2569,sample_1000
OTROS TRAUMATISMOS SUPERFICIALES DE LA MUÑECA Y DE LA MANO,309,10056243.61,0.0066,92.1772,1351,sample_1000
HERIDA DE OTRAS PARTES DEL ANTEBRAZO,132,3878344.75,0.0028,96.0682,2254,sample_1000
TUMOR MALIGNO DEL CORAZÓN,311,21870122.2,0.0066,92.1244,1343,sample_1000
"CHOQUE ANAFILÁCTICO, NO ESPECIFICADO",214,5436810.84,0.0045,94.0659,1699,sample_1000
OTRA HIPERLIPIDEMIA,342,4028170.09,0.0073,91.4621,1248,sample_1000
TIROTOXICOSIS [HIPERTIROIDISMO],463,8574019.42,0.0098,89.5927,1026,sample_1000
ENFERMEDADES DE LOS VASOS CAPILARES,153,22974093.47,0.0032,95.5955,2097,sample_1000
"FRACTURA DEL CRÁNEO Y DE LOS HUESOS DE LA CARA, PARTE NO ESPECIFICADA",191,12113061.17,0.0041,94.6516,1836,sample_1000
CONTUSIÓN DE DEDO(S) DEL PIE CON DAÑO DE LA(S) UÑA(S),416,4356751.99,0.0088,90.2897,1101,sample_1000
MELANOMA MALIGNO DE SITIOS CONTIGUOS DE LA PIEL,183,24060827.96,0.0039,94.8529,1887,sample_1000
"ENFERMEDAD INFLAMATORIA DEL HÍGADO, NO ESPECIFICADA",322,36045297.63,0.0068,91.9638,1319,sample_1000
"ENFERMEDAD DESMIELINIZANTE DEL SISTEMA NERVIOSO CENTRAL, NO ESPECIFICADA",260,32977101.32,0.0055,93.1065,1506,sample_1000
BRONQUITIS AGUDA DEBIDA A VIRUS SINCITIAL RESPIRATORIO,331,16908150.79,0.007,91.7836,1293,sample_1000
LESIÓN DE SITIOS CONTIGUOS DE LA MAMA,365,25551003.61,0.0077,91.0803,1197,sample_1000
OCLUSIÓN Y ESTENOSIS DE ARTERIA CARÓTIDA,333,51879483.26,0.0071,91.6919,1280,sample_1000
OTROS TRASTORNOS ESPECIFICADOS DE ARTERIAS Y ARTERIOLAS,109,12412560.9,0.0023,96.6204,2472,sample_1000
"OTROS QUISTES DE LA REGIÓN BUCAL, NO CLASIFICADOS EN OTRA PARTE",222,4967019.19,0.0047,93.8718,1657,sample_1000
TUMOR MALIGNO DEL CUADRANTE INFERIOR EXTERNO DE LA MAMA,182,14280593.49,0.0039,94.8724,1892,sample_1000
"RIÑÓN POLIQUÍSTICO, TIPO NO ESPECIFICADO",217,19114133.85,0.0046,93.9926,1683,sample_1000
OTROS TIPOS DE NEUMOTÓRAX ESPONTÁNEO,106,13023530.71,0.0022,96.7163,2514,sample_1000
OTROS TRASTORNOS DEL PULMÓN,222,20280720.1,0.0047,93.8671,1656,sample_1000
TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DEL TÓRAX,125,19282993.64,0.0027,96.2429,2318,sample_1000
"OTRAS ENFERMEDADES INFLAMATORIAS DEL HÍGADO, ESPECIFICADAS",222,13714750.86,0.0047,93.8812,1659,sample_1000
"COMPLICACIÓN RELACIONADA CON EL EMBARAZO, NO ESPECIFICADA",206,8804369.0,0.0044,94.257,1742,sample_1000
"QUEMADURA DE LA MUÑECA Y DE LA MANO, DE SEGUNDO GRADO",323,7584795.07,0.0069,91.9432,1316,sample_1000
SARCOMA MIELOIDE,423,51996390.45,0.009,90.1562,1086,sample_1000
VÁRICES EN OTROS SITIOS ESPECIFICADOS,156,4770488.9,0.0033,95.5075,2070,sample_1000
NEUROPATÍA AUTÓNOMA PERIFÉRICA IDIOPÁTICA,198,11917309.67,0.0042,94.4616,1790,sample_1000
"TRASTORNOS RELACIONADOS CON DURACION CORTA DE LA GESTACION Y CON BAJO PESO AL NACER, NO CLASIFICADOS EN OTRA PARTE",216,44852389.98,0.0046,94.0202,1689,sample_1000
"TRASTORNO DEL METABOLISMO DE LA BILIRRUBINA, NO ESPECIFICADO",126,3178467.56,0.0027,96.2213,2310,sample_1000
"TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO",282,8713311.22,0.006,92.652,1427,sample_1000
"COMPRESIÓN MEDULAR, NO ESPECIFICADA",101,16952086.990000002,0.0021,96.8477,2574,sample_1000
OTRAS ENFERMEDADES ESPECIFICADAS DE LAS VÍAS BILIARES,209,20676648.9,0.0044,94.1646,1721,sample_1000
QUISTE ÓSEO SOLITARIO,168,11143622.25,0.0036,95.221,1986,sample_1000
SÍNDROMES EPILÉPTICOS ESPECIALES,316,16189354.42,0.0067,92.0383,1330,sample_1000
PÓLIPO DE LA CAVIDAD NASAL,293,13162545.6,0.0062,92.4256,1390,sample_1000
CONJUNTIVITIS MUCOPURULENTA,461,1590343.8,0.0098,89.6123,1028,sample_1000
"LEUCEMIA AGUDA, CÉLULAS DE TIPO NO ESPECIFICADO",444,92203948.9,0.0094,89.8518,1053,sample_1000
CELULITIS Y ABSCESO DE BOCA,131,11892636.74,0.0028,96.0962,2264,sample_1000
OTROS TRASTORNOS ESPECIFICADOS DE LA VEJIGA,231,8173099.03,0.0049,93.6271,1606,sample_1000
HERIDAS DE OTRAS PARTES DE LA MUÐECA Y DE LA MANO,172,2821829.04,0.0036,95.1382,1963,sample_1000
VENAS VARICOSAS DE LOS MIEMBROS INFERIORES CON INFLAMACIÓN,171,10841898.8,0.0036,95.149,1966,sample_1000
ICTERICIA NEONATAL ASOCIADA CON EL PARTO ANTES DE TÉRMINO,279,9950687.86,0.0059,92.7233,1439,sample_1000
OTRAS DEFORMIDADES (ADQUIRIDAS) DEL (DE LOS) DEDO(S) DEL PIE,392,20300520.93,0.0083,90.6144,1139,sample_1000
TRASTORNOS INFLAMATORIOS DE LA MAMA,417,11338010.44,0.0088,90.2809,1100,sample_1000
"QUEMADURA DE LA CABEZA Y DEL CUELLO, GRADO NO ESPECIFICADO",194,22247110.28,0.0041,94.5573,1813,sample_1000
"ENCEFALITIS, MIELITIS Y ENCEFALOMIELITIS EN OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE",160,14944377.05,0.0034,95.3772,2031,sample_1000
CUERPO EXTRAÑO DEL OÍDO,112,1206413.12,0.0024,96.5342,2435,sample_1000
ENFERMEDAD CARDIACA HIPERTENSIVA,127,12994410.35,0.0027,96.1997,2302,sample_1000
"CUERPO EXTRAÑO EN EL TUBO DIGESTIVO, PARTE NO ESPECIFICADA",207,7635026.72,0.0044,94.2218,1734,sample_1000
TUMOR BENIGNO DE LA PIEL DEL CUERO CABELLUDO Y DEL CUELLO,198,6450969.34,0.0042,94.4448,1786,sample_1000
"DEFORMIDAD EN VARO, NO CLASIFICADA EN OTRA PARTE",383,21410532.72,0.0081,90.8033,1162,sample_1000
"DISECCIÓN DE ARTERIAS CEREBRALES, SIN RUPTURA",449,52109410.27,0.0095,89.7664,1044,sample_1000
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL PERITONEO,121,13503789.81,0.0026,96.2978,2339,sample_1000
OTROS SÍNTOMAS Y SIGNOS GENERALES ESPECIFICADOS,404,21099213.78,0.0086,90.4371,1118,sample_1000
TRAUMATISMOS POR APLASTAMIENTO QUE AFECTAN LA CABEZA CON EL CUELLO,138,5724985.12,0.0029,95.9256,2204,sample_1000
CAIDA NO ESPECIFICADA,134,6797562.05,0.0028,96.0206,2237,sample_1000
ABSCESO RECTAL,258,10862293.57,0.0055,93.123,1509,sample_1000
"TERMINACION DEL EMBARAZO, QUE AFECTA AL FETO Y AL RECIEN NACIDO",511,2628033.86,0.0108,88.9993,968,sample_1000
"ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], SIN OTRA ESPECIFICACIÓN",1148,87565566.71,0.0244,82.0761,534,sample_1000
FRACTURA DE LOS HUESOS DEL DEDO GORDO DEL PIE,918,19713562.99,0.0195,84.1955,632,sample_1000
"DISPLASIA CERVICAL SEVERA, NO CLASIFICADA EN OTRA PARTE",1042,44064634.46,0.0221,82.9766,573,sample_1000
CONTUSIÓN DE DEDO(S) DE LA MANO CON DAÑO DE LA(S) UÑA(S),1031,16259289.9,0.0219,83.1083,579,sample_1000
"OSTEOPOROSIS NO ESPECIFICADA, SIN FRACTURA PATOLÓGICA",948,14909179.27,0.0201,83.839,614,sample_1000
"ABSCESO CUTÁNEO, FURÚNCULO Y ÁNTRAX DE GLÚTEOS",678,33052704.77,0.0144,86.5872,775,sample_1000
"ENFERMEDAD CEREBROVASCULAR, NO ESPECIFICADA",813,72806259.29,0.0172,85.1803,686,sample_1000
ESTADOS MENOPÁUSICOS Y CLIMATÉRICOS FEMENINOS,693,4233313.53,0.0147,86.3982,762,sample_1000
ACNÉ VULGAR,1220,6277355.18,0.0259,81.4759,510,sample_1000
CONSULTA PARA ATENCION Y SUPERVISION DE LA SALUD D,634,2726253.74,0.0135,87.2413,822,sample_1000
OTROS VÉRTIGOS PERIFÉRICOS,636,14436189.43,0.0135,87.2008,819,sample_1000
VENAS VARICOSAS DE LOS MIEMBROS INFERIORES CON ÚLCERA,672,21864616.22,0.0143,86.6873,782,sample_1000
OTROS DESGARROS (NO TRAUMÁTICOS) DEL MÚSCULO,513,10461668.67,0.0109,88.9451,963,sample_1000
LUXACIÓN DE DEDOS DE LA MANO,1014,23607252.63,0.0215,83.1949,583,sample_1000
OTRAS INFECCIONES AGUDAS DE SITIOS MÚLTIPLES DE LAS VÍAS RESPIRATORIAS SUPERIORES,533,15102341.84,0.0113,88.69,940,sample_1000
"ANEURISMA CEREBRAL, SIN RUPTURA",1155,255878574.16,0.0245,82.0028,531,sample_1000
TORSIÓN DEL TESTÍCULO,973,28256362.79,0.0206,83.5943,602,sample_1000
OTROS TRASTORNOS ESPECIFICADOS DEL RIÑÓN Y DEL URÉTER,553,42328310.28,0.0117,88.3681,912,sample_1000
MIGRAÑA COMPLICADA,816,19571246.49,0.0173,85.0941,681,sample_1000
"PREECLAMPSIA, NO ESPECIFICADA",600,27428420.83,0.0127,87.6855,856,sample_1000
ABSCESO DEL HÍGADO,711,72089880.27,0.0151,86.2199,750,sample_1000
OTROS TRAUMATISMOS INTRACRANEALES,825,60924993.83,0.0175,84.955,673,sample_1000
ENFERMEDADES CRONICAS DE LAS AMIGDALAS Y DE LAS ADENOIDES,581,22758278.26,0.0123,87.9354,876,sample_1000
"TRASTORNO DE LOS DISCOS INTERVERTEBRALES, NO ESPECIFICADO",1246,179288148.71,0.0264,81.2407,501,sample_1000
FRACTURA DEL PULGAR,609,26134870.96,0.0129,87.57,847,sample_1000
"DISPLASIA DEL CUELLO DEL ÚTERO, NO ESPECIFICADA",1212,36215492.8,0.0257,81.5274,512,sample_1000
TUMOR BENIGNO DE SITIO NO ESPECIFICADO,990,43365670.66,0.021,83.4283,594,sample_1000
"SINUSITIS AGUDA, NO ESPECIFICADA",527,16670525.14,0.0112,88.7797,948,sample_1000
EXAMEN ODONTOLÓGICO,804,3003449.31,0.0171,85.3516,696,sample_1000
TROMBOCITOPENIA NO ESPECIFICADA,688,52293109.0,0.0146,86.4568,766,sample_1000
MIASTENIA GRAVIS,814,68497826.25,0.0173,85.1287,683,sample_1000
"INSUFICIENCIA RENAL AGUDA, NO ESPECIFICADA",545,56194223.36,0.0116,88.4728,921,sample_1000
PÓLIPO DEL CUELLO DEL ÚTERO,785,23673315.1,0.0167,85.5876,710,sample_1000
OTRAS CATARATAS SENILES,1078,54572869.14,0.0229,82.5966,556,sample_1000
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL MEDIASTINO,750,97048557.41,0.0159,85.8806,728,sample_1000
"HEMANGIOMA, DE CUALQUIER SITIO",1186,101921633.47,0.0252,81.7058,519,sample_1000
HERIDA DEL TOBILLO,538,15226756.17,0.0114,88.5991,932,sample_1000
HIPERPROLACTINEMIA,869,9388308.92,0.0184,84.6326,655,sample_1000
OTITIS MEDIA AGUDA SEROSA,1037,24180827.4,0.022,83.0426,576,sample_1000
"FRACTURA DEL PIE, NO ESPECIFICADA",1131,59574393.74,0.024,82.2212,540,sample_1000
QUISTE PILONIDAL SIN ABSCESO,548,19202247.93,0.0116,88.4148,916,sample_1000
HERNIA DIAFRAGMATICA,821,42227357.54,0.0174,85.0073,676,sample_1000
HEMORRAGIA SUBARACNOIDEA DE SIFÓN Y BIFURCACIÓN CAROTÍDEA,504,85761668.39,0.0107,89.0314,971,sample_1000
OTRAS DEGENERACIONES ESPECIFICADAS DE DISCO INTERVERTEBRAL,1029,190087638.99,0.0218,83.1301,580,sample_1000
EMBARAZO DOBLE,562,18321690.27,0.0119,88.2501,902,sample_1000
PÓLIPO DE LAS CUERDAS VOCALES Y DE LA LARINGE,567,22900687.5,0.012,88.1423,893,sample_1000
CONTUSIÓN DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL PIE,996,11817704.25,0.0211,83.3652,591,sample_1000
EPICONDILITIS LATERAL,616,13107554.19,0.0131,87.4405,837,sample_1000
EPICONDILITIS MEDIA,714,17163152.28,0.0151,86.1595,746,sample_1000
