causa,frecuencia,monto_total,pct_cobertura,pct_acumulado,rango
EXAMENES Y CONTACTOS PARA FINES ADMINISTRATIVOS,682,575034.89,0.0145,86.5439,772
SUPERVISION DE EMBARAZO NORMAL,682,9210991.64,0.0145,86.5584,773
EMBOLIA PULMONAR,679,63738272.51,0.0144,86.5728,774
"ABSCESO CUTÁNEO, FURÚNCULO Y ÁNTRAX DE GLÚTEOS",678,33052704.77,0.0144,86.5872,775
CÁLCULO DE CONDUCTO BILIAR SIN COLANGITIS NI COLECISTITIS,676,53363932.92,0.0143,86.6015,776
FARINGITIS AGUDA,676,3417682.51,0.0143,86.6158,777
"DESGARRO DEL CARTÍLAGO ARTICULAR DE LA RODILLA, PRESENTE",676,34463628.63,0.0143,86.6301,778
ESTENOSIS (DE LA VÁLVULA) AÓRTICA,673,101056862.69,0.0143,86.6444,779
"DIABETES MELLITUS TIPO 2, CON COMPLICACIONES CIRCULATORIAS PERIFÉRICAS",672,48886352.47,0.0143,86.6587,780
PANICULITIS QUE AFECTA REGIONES DEL CUELLO Y DE LA ESPALDA,672,21541857.6,0.0143,86.673,781
VENAS VARICOSAS DE LOS MIEMBROS INFERIORES CON ÚLCERA,672,21864616.22,0.0143,86.6873,782
TUMOR BENIGNO DE LA GLÁNDULA PARÓTIDA,672,46180421.12,0.0143,86.7016,783
"OTITIS MEDIA, NO ESPECIFICADA",672,14967508.56,0.0143,86.7159,784
EXAMEN DE SALUD OCUPACIONAL,671,5371369.71,0.0142,86.7301,785
"INFLUENZA CON NEUMONÍA, VIRUS NO IDENTIFICADO",671,30645455.4,0.0142,86.7443,786
MIGRAÑA,669,12944134.03,0.0142,86.7585,787
OTROS TRASTORNOS FUNCIONALES ESPECIFICADOS DEL INTESTINO,669,23568850.77,0.0142,86.7727,788
ESPERMATOCELE,668,19085566.97,0.0142,86.7869,789
DUODENITIS,668,21262351.92,0.0142,86.8011,790
CONTROL DE SALUD DE RUTINA DEL NIÑO,668,3571134.18,0.0142,86.8153,791
LESIÓN DE SITIOS CONTIGUOS DEL OJO Y SUS ANEXOS,667,8559832.32,0.0142,86.8295,792
NEUMONÍA DEBIDA A OTROS MICROORGANISMOS INFECCIOSOS ESPECIFICADOS,666,52483310.63,0.0141,86.8436,793
"MANO O PIE EN GARRA O EN TALIPES, PIE EQUINOVARO O ZAMBO ADQUIRIDOS",665,23769793.98,0.0141,86.8577,794
FISURA Y FÍSTULA DEL PEZÓN,664,20443509.2,0.0141,86.8718,795
OTRAS ENFERMEDADES ESPECIFICADAS DEL INTESTINO,664,28625828.19,0.0141,86.8859,796
TENDINITIS DEL BÍCEPS,663,22946185.19,0.0141,86.9,797
DOLOR AGUDO,662,39196626.59,0.014,86.914,798
ESGUINCES Y TORCEDURAS DE DEDO(S) DEL PIE,661,5746857.83,0.014,86.928,799
PÓLIPO DEL COLON,657,21383353.2,0.0139,86.9419,800
TRAUMATISMOS NO ESPECIFICADOS DEL HOMBRO Y DEL BRAZO,656,41288274.44,0.0139,86.9558,801
OTRAS SINUSITIS AGUDAS,651,20187251.45,0.0138,86.9696,802
"DISFUNCIÓN HIPOTALÁMICA, NO CLASIFICADA EN OTRA PARTE",650,36198760.71,0.0138,86.9834,803
PANSINUSITIS CRÓNICA,648,27805673.97,0.0137,86.9971,804
AMENAZA DE ABORTO,647,11439440.29,0.0137,87.0108,805
"TRISOMÍA 21, POR FALTA DE DISYUNCIÓN MEIÓTICA",645,30540180.45,0.0137,87.0245,806
ASMA,643,17357105.36,0.0136,87.0381,807
"TUMOR MALIGNO DE LA VEJIGA URINARIA, PARTE NO ESPECIFICADA",641,94287018.84,0.0136,87.0517,808
"LINFOMA DE HODGKIN, NO ESPECIFICADO",640,81574713.69,0.0136,87.0653,809
CONDUCTO ARTERIOSO PERSISTENTE,639,56623489.56,0.0136,87.0789,810
"NEURALGIA Y NEURITIS, NO ESPECIFICADAS",639,33329393.61,0.0136,87.0925,811
"TUMOR MALIGNO DEL PÁNCREAS, PARTE NO ESPECIFICADA",639,82135037.61,0.0136,87.1061,812
"OTROS TUMORES MALIGNOS ESPECIFICADOS DEL TEJIDO LINFÁTICO, HEMATOPOYÉTICO Y TEJIDOS AFINES",639,124780622.02,0.0136,87.1197,813
ENFERMEDAD ISQUEMICA CRONICA DEL CORAZON,639,60438574.48,0.0136,87.1333,814
LEUCEMIA LINFOCÍTICA CRÓNICA DE CÉLULA TIPO B,638,78197542.66,0.0135,87.1468,815
"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA FARINGE",638,78953874.59,0.0135,87.1603,816
"BRADICARDIA, NO ESPECIFICADA",636,42124110.64,0.0135,87.1738,817
TRAUMATISMO POR APLASTAMIENTO DEL PULGAR Y OTRO(S) DEDO(S),636,15120988.9,0.0135,87.1873,818
OTROS VÉRTIGOS PERIFÉRICOS,636,14436189.43,0.0135,87.2008,819
"ABSCESO CUTÁNEO, FURÚNCULO Y ÁNTRAX DE OTROS SITIOS",635,39666658.06,0.0135,87.2143,820
OTRAS ENFERMEDADES ESPECIFICADAS DEL ESTÓMAGO Y DEL DUODENO,634,40729941.33,0.0135,87.2278,821
CONSULTA PARA ATENCION Y SUPERVISION DE LA SALUD D,634,2726253.74,0.0135,87.2413,822
"QUISTE DE RIÑÓN, ADQUIRIDO",634,40156779.07,0.0135,87.2548,823
MIALGIA,632,11229990.67,0.0134,87.2682,824
TUMOR MALIGNO DEL COLON,631,111913591.13,0.0134,87.2816,825
DEFECTO DEL TABIQUE AURICULAR,631,92138777.82,0.0134,87.295,826
ENTEROCOLITIS (CRONICA) ULCERATIVA,630,24370007.0,0.0134,87.3084,827
"ENFERMEDAD CARDÍACA, NO ESPECIFICADA",629,36134166.339999996,0.0133,87.3217,828
"MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTRÓPODOS NO VENENOSOS, VIVIENDA",628,11354985.17,0.0133,87.335,829
BALANITIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,625,10120816.0,0.0133,87.3483,830
NEURITIS ÓPTICA,625,51912303.67,0.0133,87.3616,831
CARCINOMA DE CÉLULAS HEPÁTICAS,624,103717976.37,0.0132,87.3748,832
NEUMONÍA DEBIDA A KLEBSIELLA PNEUMONIAE,621,55695635.82,0.0132,87.388,833
OTROS TRASTORNOS DE LA GLÁNDULA HIPÓFISIS,621,34663327.32,0.0132,87.4012,834
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ÓRGANOS DIGESTIVOS ESPECIFICADOS,618,73857336.89,0.0131,87.4143,835
FIBROSIS HEPÁTICA,616,43743147.04,0.0131,87.4274,836
EPICONDILITIS LATERAL,616,13107554.19,0.0131,87.4405,837
OTROS EMBARAZOS ECTÓPICOS,615,37573347.53,0.013,87.4535,838
RUPTURA TRAUMÁTICA DE DISCO CERVICAL INTERVERTEBRAL,614,11517918.14,0.013,87.4665,839
PÚRPURA ALÉRGICA,614,38929849.24,0.013,87.4795,840
DILATACIÓN AGUDA DEL ESTÓMAGO,613,18829246.05,0.013,87.4925,841
"OTROS TRAUMATISMOS QUE AFECTAN MULTIPLES REGIONES DEL CUERPO, NO CLASIFICADOS EN OTRA PARTE",612,38922465.73,0.013,87.5055,842
FRACTURA DE LOS DIENTES,610,10951057.88,0.0129,87.5184,843
ESPOLÓN CALCÁNEO,610,24089619.97,0.0129,87.5313,844
OTRAS ARTRITIS REUMATOIDES,610,23221468.919999998,0.0129,87.5442,845
FRACTURAS DE OTRAS PARTES DEL FÉMUR,609,63543492.08,0.0129,87.5571,846
FRACTURA DEL PULGAR,609,26134870.96,0.0129,87.57,847
OTROS TRASTORNOS DEL SISTEMA URINARIO,609,21464363.54,0.0129,87.5829,848
ADHERENCIAS [BRIDAS] INTESTINALES CON OBSTRUCCIÓN,609,61894058.57,0.0129,87.5958,849
"TRASTORNOS INTERNO DE LA RODILLA, NO ESPECIFICADO",607,48706548.11,0.0129,87.6087,850
BOCIO DIFUSO NO TÓXICO,606,11891299.08,0.0129,87.6216,851
(OSTEO)ARTROSIS PRIMARIA GENERALIZADA,605,15322620.65,0.0128,87.6344,852
"TRAUMATISMO DEL PIE Y DEL TOBILLO, NO ESPECIFICADO",604,35472724.06,0.0128,87.6472,853
CARCINOMA IN SITU DEL BRONQUIO Y DEL PULMÓN,602,89970327.78999999,0.0128,87.66,854
ACORTAMIENTO DEL TENDÓN DE AQUILES (ADQUIRIDO),601,24701659.86,0.0128,87.6728,855
"PREECLAMPSIA, NO ESPECIFICADA",600,27428420.83,0.0127,87.6855,856
"TUMOR MALIGNO DEL ESÓFAGO, PORCIÓN CERVICAL",599,120982549.27,0.0127,87.6982,857
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE GLÁNDULA ENDOCRINA NO ESPECIFICADA,598,39065309.82,0.0127,87.7109,858
ARTRITIS REUMATOIDE SEROPOSITIVA,596,22869459.92,0.0126,87.7235,859
OTRAS TROMBOCITOPENIAS PRIMARIAS,596,66563847.64,0.0126,87.7361,860
HIPOTIROIDISMO SUBCLÍNICO POR DEFICIENCIA DE YODO,595,3896112.88,0.0126,87.7487,861
"TUMOR MALIGNO DEL TEJIDO CONJUNTIVO Y TEJIDO BLANDO DE LA CABEZA, CARA Y CUELLO",594,67396563.91,0.0126,87.7613,862
CÁLCULO EN LA URETRA,593,40600375.92,0.0126,87.7739,863
HIPERLIPIDEMIA NO ESPECIFICADA,591,9622917.6,0.0125,87.7864,864
"FRACTURA DEL ANTEBRAZO, PARTE NO ESPECIFICADA",590,41791972.5,0.0125,87.7989,865
OTROS SÍNDROMES DE CEFALEA ESPECIFICADOS,588,22424823.740000002,0.0125,87.8114,866
GLAUCOMA PRIMARIO DE ÁNGULO CERRADO,588,10045706.81,0.0125,87.8239,867
OTRAS DEFORMIDADES ADQUIRIDAS DEL TOBILLO Y DEL PIE,587,42647658.83,0.0125,87.8364,868
"FRACTURA DEL FÉMUR, PARTE NO ESPECIFICADA",587,55998043.36,0.0125,87.8489,869
TRAUMATISMOS SUPERFICIALES MÚLTIPLES DEL PIE Y DEL TOBILLO,586,35041700.13,0.0124,87.8613,870
OTROS TRASTORNOS ESPECIFICADOS DE LA RETINA,584,18478618.72,0.0124,87.8737,871
HIPERTROFIA DEL ÚTERO,583,21685529.95,0.0124,87.8861,872
LINFOMA DE CÉLULAS B PEQUEÑAS,583,58878237.169999994,0.0124,87.8985,873
OTRAS FORMAS ESPECIFICADAS DE ANGINA DE PECHO,582,44416873.62,0.0123,87.9108,874
"HEPATITIS CRÓNICA PERSISTENTE, NO CLASIFICADA EN OTRA PARTE",582,76209038.52,0.0123,87.9231,875
ENFERMEDADES CRONICAS DE LAS AMIGDALAS Y DE LAS ADENOIDES,581,22758278.26,0.0123,87.9354,876
"TRATORNOS NO INFLAMATORIOS DEL OVARIO, DE LA TROMPA DE FALOPIO Y DEL LIGAMENTO ANCHO",580,30030752.6,0.0123,87.9477,877
"TUMOR MALIGNO DEL CUELLO DEL ÚTERO, SIN OTRA ESPECIFICACIÓN",580,84474907.2,0.0123,87.96,878
ARTROPATÍA PSORIÁSICA,578,34157451.93,0.0123,87.9723,879
ENFERMEDAD DEL ALMACENAMIENTO DE GLUCÓGENO,577,6243311.31,0.0122,87.9845,880
"ESPONDILOPATÍA INFLAMATORIA, NO ESPECIFICADA",576,28684283.22,0.0122,87.9967,881
EXAMEN Y OBSERVACIÓN POR RAZONES NO ESPECIFICADAS,575,5840035.88,0.0122,88.0089,882
"OTRAS DIABETES MELLITUS ESPECIFICADAS, SIN MENCIÓN DE COMPLICACIÓN",575,13000643.07,0.0122,88.0211,883
CISTITIS INTERSTICIAL (CRÓNICA),574,19680170.22,0.0122,88.0333,884
"SINUSITIS CRÓNICA, NO ESPECIFICADA",574,22785568.84,0.0122,88.0455,885
MELANOMA MALIGNO DEL LABIO,573,95103483.62,0.0122,88.0577,886
TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTÁNEO DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS,571,24029559.44,0.0121,88.0698,887
"HERNIA FEMORAL BILATERAL, CON OBSTRUCCIÓN, SIN GANGRENA",571,30371961.35,0.0121,88.0819,888
CATARATA SENIL NUCLEAR,570,31955161.48,0.0121,88.094,889
PARÁLISIS CEREBRAL ESPÁSTICA CUADRIPLÉJICA,570,28733694.59,0.0121,88.1061,890
"ASFIXIA DEL NACIMIENTO, NO ESPECIFICADA",569,49117804.31,0.0121,88.1182,891
LUXACIÓN DE LA CADERA,569,61279136.94,0.0121,88.1303,892
PÓLIPO DE LAS CUERDAS VOCALES Y DE LA LARINGE,567,22900687.5,0.012,88.1423,893
HERNIA VENTRAL,566,30502411.48,0.012,88.1543,894
"DIABETES MELLITUS TIPO 1, CON OTRAS COMPLICACIONES ESPECIFICADAS",566,28122851.54,0.012,88.1663,895
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL RECTO,566,55756440.52,0.012,88.1783,896
FIEBRE DEL DENGUE HEMORRÁGICO,565,27465290.72,0.012,88.1903,897
VÓLVULO,565,85706487.69,0.012,88.2023,898
EMBARAZO TUBÁRICO,565,31222936.93,0.012,88.2143,899
INFARTO ANTIGUO DEL MIOCARDIO,564,47121537.71,0.012,88.2263,900
SÍNDROME DEL SENO ENFERMO,563,56819655.93,0.0119,88.2382,901
EMBARAZO DOBLE,562,18321690.27,0.0119,88.2501,902
OTRAS ENFERMEDADES ESPECIFICADAS DEL ANO Y DEL RECTO,561,24328476.33,0.0119,88.262,903
ENFERMEDAD RENAL CRONICA,561,49736394.98,0.0119,88.2739,904
DISPEPSIA FUNCIONAL,558,7527938.43,0.0118,88.2857,905
TRAUMATISMO DE TENDON DEL MANGUITO ROTATORIO DEL HOMBRO,557,51680176.05,0.0118,88.2975,906
"BRONQUITIS, NO ESPECIFICADA COMO AGUDA O CRÓNICA",557,16547422.57,0.0118,88.3093,907
ENTERITIS DEBIDA A ROTAVIRUS,555,16928903.29,0.0118,88.3211,908
"DIFICULTAD RESPIRATORIA DEL RECIÉN NACIDO, NO ESPECIFICADA",554,70593431.19,0.0118,88.3329,909
OTRAS MIGRAÑAS,554,11711475.14,0.0118,88.3447,910
"PSORIASIS, NO ESPECIFICADA",553,39720245.78,0.0117,88.3564,911
OTROS TRASTORNOS ESPECIFICADOS DEL RIÑÓN Y DEL URÉTER,553,42328310.28,0.0117,88.3681,912
"CARCINOMA IN SITU DEL CUELLO DEL ÚTERO, PARTE NO ESPECIFICADA",551,59232495.77,0.0117,88.3798,913
SÍNDROME DE INFECCIÓN AGUDA DEBIDA A VIH,551,57306530.58,0.0117,88.3915,914
COLITIS Y GASTROENTERITIS ALÉRGICAS Y DIETÉTICAS,550,7931281.61,0.0117,88.4032,915
QUISTE PILONIDAL SIN ABSCESO,548,19202247.93,0.0116,88.4148,916
"DIABETES MELLITUS TIPO 1, CON COMPLICACIONES OFTÁLMICAS",547,20503507.82,0.0116,88.4264,917
TRAUMATISMO SUPERFICIAL DE REGIÓN NO ESPECIFICADA DEL CUERPO,547,21267989.01,0.0116,88.438,918
CUERPO FLOTANTE EN LA RODILLA,547,53024940.48,0.0116,88.4496,919
BRONQUITIS AGUDA DEBIDA A RINOVIRUS,546,28370920.85,0.0116,88.4612,920
"INSUFICIENCIA RENAL AGUDA, NO ESPECIFICADA",545,56194223.36,0.0116,88.4728,921
ANOMALÍAS DE LA FUNCIÓN PUPILAR,545,4859716.36,0.0116,88.4844,922
RUPTURA TRAUMÁTICA DE LIGAMENTOS DEL DEDO DE LA MANO EN LA(S) ARTICULACIÓN(ES) METACARPOFALÁNGICA E INTERFALÁNGICA,544,26233334.32,0.0115,88.4959,923
OTRAS DEGENERACIONES DE DISCO CERVICAL,543,65443393.38,0.0115,88.5074,924
ENFERMEDAD DE CROHN DEL INTESTINO DELGADO,543,42353052.33,0.0115,88.5189,925
ABSCESO RETROFARÍNGEO Y PARAFARÍNGEO,542,27837285.42,0.0115,88.5304,926
FRACTURA DE OTRO(S) HUESO(S) DEL TARSO,541,23010312.99,0.0115,88.5419,927
ATEROSCLEROSIS DE LA AORTA,541,28505110.26,0.0115,88.5534,928
BLOQUEO AURICULOVENTRICULAR COMPLETO,541,55469683.39,0.0115,88.5649,929
HIDRONEFROSIS CON OBSTRUCCIÓN DE LA UNIÓN URÉTERO-PÉLVICA,539,37314549.72,0.0114,88.5763,930
ILEOCOLITIS (CRÓNICA) ULCERATIVA,539,18750774.79,0.0114,88.5877,931
HERIDA DEL TOBILLO,538,15226756.17,0.0114,88.5991,932
ABSCESO DEL INTESTINO,538,27489795.97,0.0114,88.6105,933
GLAUCOMA,538,6176375.89,0.0114,88.6219,934
"INSUFICIENCIA CARDÍACA, NO ESPECIFICADA",538,89686641.52,0.0114,88.6333,935
EXAMEN ESPECIAL NO ESPECIFICADO,536,2346776.19,0.0114,88.6447,936
"ENFERMEDADES DE LA TRÁQUEA Y DE LOS BRONQUIOS, NO CLASIFICADAS EN OTRA PARTE",535,23986463.16,0.0114,88.6561,937
"FIEBRE, NO ESPECIFICADA",534,30989793.73,0.0113,88.6674,938
OTROS TRASTORNOS DEL ALMACENAMIENTO DE LÍPIDOS,534,18887372.669999998,0.0113,88.6787,939
OTRAS INFECCIONES AGUDAS DE SITIOS MÚLTIPLES DE LAS VÍAS RESPIRATORIAS SUPERIORES,533,15102341.84,0.0113,88.69,940
OTROS TRASTORNOS DE LAS VENAS,531,28193507.93,0.0113,88.7013,941
"SINOVITIS Y TENOSINOVITIS, NO ESPECIFICADA",530,17352889.9,0.0112,88.7125,942
TRAUMATISMOS SUPERFICIALES MÚLTIPLES DE LA MUÑECA Y DE LA MANO,529,29761129.05,0.0112,88.7237,943
ANGIOPATÍA CEREBRAL AMILOIDE,528,82727114.88,0.0112,88.7349,944
ANGINA DE PECHO,528,47921197.96,0.0112,88.7461,945
OTRAS PSORIASIS,527,41152364.52,0.0112,88.7573,946
ANEURISMA Y DISECCIÓN DE LA ARTERIA CARÓTIDA,527,95708861.9,0.0112,88.7685,947
"SINUSITIS AGUDA, NO ESPECIFICADA",527,16670525.14,0.0112,88.7797,948
"LINFOMA DE CÉLULAS B, SIN OTRA ESPECIFICACIÓN",526,77868164.03,0.0112,88.7909,949
OTRO TRAUMATISMO DE LA MÉDULA ESPINAL LUMBAR,526,48744570.05,0.0112,88.8021,950
"POLIARTRITIS, NO ESPECIFICADA",525,21223849.99,0.0111,88.8132,951
LUXACIÓN DE VÉRTEBRA LUMBAR,523,9367065.88,0.0111,88.8243,952
"ABSCESO CUTÁNEO, FURÚNCULO Y ÁNTRAX DEL CUELLO",523,34592054.6,0.0111,88.8354,953
OTRAS ARTROPATÍAS PSORIÁSICAS,523,29241736.69,0.0111,88.8465,954
TRAUMATISMO DE MÚLTIPLES TENDONES Y MÚSCULOS A NIVEL DEL HOMBRO Y DEL BRAZO,521,38857486.34,0.0111,88.8576,955
ANEMIA POR DEFICIENCIA DE HIERRO SECUNDARIA A PÉRDIDA DE SANGRE (CRÓNICA),520,11580191.2,0.011,88.8686,956
LARINGITIS AGUDA,519,8370804.86,0.011,88.8796,957
"FRACTURAS MÚLTIPLES DE LA CLAVÍCULA, DEL OMÓPLATO Y DEL HÚMERO",518,36313533.53,0.011,88.8906,958
TRAUMATISMOS DEL ENCÉFALO Y DE NERVIOS CRANEALES CON TRAUMATISMO DE NERVIOS Y MÉDULA ESPINAL A NIVEL DEL CUELLO,516,41743648.77,0.0109,88.9015,959
PERICARDITIS IDIOPÁTICA AGUDA INESPECÍFICA,516,18681994.23,0.0109,88.9124,960
"OSTEOPOROSIS IDIOPÁTICA, SIN FRACTURA PATOLÓGICA",516,5336189.84,0.0109,88.9233,961
ENFERMEDAD ATEROSCLERÓTICA DEL CORAZÓN,515,67968138.64,0.0109,88.9342,962
OTROS DESGARROS (NO TRAUMÁTICOS) DEL MÚSCULO,513,10461668.67,0.0109,88.9451,963
"TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO, DE SITIO NO ESPECIFICADO",513,78787872.59,0.0109,88.956,964
PARTO POR CESÁREA DE EMERGENCIA,512,17900187.79,0.0109,88.9669,965
BLEFAROPTOSIS,511,10809498.76,0.0108,88.9777,966
"SACROILIÍTIS, NO CLASIFICADA EN OTRA PARTE",511,21341984.61,0.0108,88.9885,967
"TERMINACION DEL EMBARAZO, QUE AFECTA AL FETO Y AL RECIEN NACIDO",511,2628033.86,0.0108,88.9993,968
TRAUMATISMO DEL TENDÓN Y MÚSCULO EXTENSOR DE OTRO(S) DEDO(S) A NIVEL DE LA MUÑECA Y DE LA MANO,506,21893213.0,0.0107,89.01,969
OTITIS MEDIA CRÓNICA SEROSA,505,18292292.32,0.0107,89.0207,970
HEMORRAGIA SUBARACNOIDEA DE SIFÓN Y BIFURCACIÓN CAROTÍDEA,504,85761668.39,0.0107,89.0314,971
"OSTEOCONDROPATÍA, NO ESPECIFICADA",504,17792806.3,0.0107,89.0421,972
"TRASTORNO DE LOS DIENTES Y DE SUS ESTRUTURAS DE SOSTÉN, NO ESPECIFICADO",503,4067157.11,0.0107,89.0528,973
FRACTURA DEL FEMUR,503,54630243.54,0.0107,89.0635,974
EROSIÓN Y ECTROPIÓN DEL CUELLO DEL ÚTERO,501,8561829.66,0.0106,89.0741,975
TRAUMATISMOS SUPERFICIALES MÚLTIPLES DE LA CABEZA,501,19091837.53,0.0106,89.0847,976
RUPTURA DE QUISTE SINOVIAL POPLÍTEO,500,13031154.13,0.0106,89.0953,977
TUMOR MALIGNO DEL TESTÍCULO DESCENDIDO,499,46997864.13,0.0106,89.1059,978
HEMORRAGIA SUBDURAL NO TRAUMÁTICA,498,71516716.61,0.0106,89.1165,979
AUTISMO EN LA NIÑEZ,495,10161548.870000001,0.0105,89.127,980
OTROS TRASTORNOS DEL DESARROLLO DE LOS DIENTES,494,3013526.42,0.0105,89.1375,981
HERIDA DE OTRAS PARTES DEL PIE,493,10133890.64,0.0105,89.148,982
"TRASTORNO DE LA GLÁNDULA TIROIDES, NO ESPECIFICADO",492,11272041.57,0.0104,89.1584,983
"ESTRABISMO, NO ESPECIFICADO",491,13434590.84,0.0104,89.1688,984
DEGENERACIÓN PERIFÉRICA DE LA RETINA,490,16517408.27,0.0104,89.1792,985
OTROS TRASTORNOS ESPECIFICADOS DEL METABOLISMO DE LOS CARBOHIDRATOS,490,6200665.08,0.0104,89.1896,986
"ÚLCERA GÁSTRICA, AGUDA CON HEMORRAGIA Y PERFORACIÓN",490,22214618.12,0.0104,89.2,987
ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES,490,27653809.18,0.0104,89.2104,988
"LEUCEMIA, NO ESPECIFICADA",489,83934481.31,0.0104,89.2208,989
ANEMIA DE TIPO NO ESPECIFICADO,487,40144897.620000005,0.0103,89.2311,990
"HEMORRAGIA SUBARACNOIDEA, NO ESPECIFICADA",487,110953471.96,0.0103,89.2414,991
HALLUX RIGIDUS,487,25648555.45,0.0103,89.2517,992
"SÍNDROME DE KLINEFELTER, CARIOTIPO 47, XXY",485,32181360.61,0.0103,89.262,993
"TRASTORNO ARTICULAR, NO ESPECIFICADO",484,33527435.43,0.0103,89.2723,994
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS ORGANOS GENITALES FEMENINOS,483,43659772.13,0.0102,89.2825,995
OTRA RINITIS ALÉRGICA ESTACIONAL,481,3544879.13,0.0102,89.2927,996
TUMOR MALIGNO DEL CUADRANTE SUPERIOR INTERNO DE LA MAMA,480,41230928.93,0.0102,89.3029,997
"HERIDA DE LA MUÑECA Y DE LA MANO, PARTE NO ESPECIFICADA",480,11467728.74,0.0102,89.3131,998
FRACTURAS MÚLTIPLES DE COSTILLAS,479,32327409.36,0.0102,89.3233,999
VÁRICES ESOFÁGICAS CON HEMORRAGIA,479,33762855.29,0.0102,89.3335,1000
"DIABETES MELLITUS TIPO 2, CON COMPLICACIONES OFTÁLMICAS",479,27567206.59,0.0102,89.3437,1001
"TUMOR MALIGNO DEL LÓBULO SUPERIOR, BRONQUIO O PULMÓN",479,92901006.13,0.0102,89.3539,1002
TUMOR MALIGNO DE LA TROMPA DE FALOPIO,478,55494712.86,0.0101,89.364,1003
INFECCIÓN AGUDA NO ESPECIFICADA DE LAS VÍAS RESPIRATORIAS INFERIORES,478,11996624.78,0.0101,89.3741,1004
TUMOR MALIGNO DEL LÓBULO PARIETAL,477,80562138.87,0.0101,89.3842,1005
TUMOR MALIGNO DEL COLON DESCENDENTE,477,65608418.48,0.0101,89.3943,1006
ENTESOPATÍA VERTEBRAL,477,18954509.9,0.0101,89.4044,1007
CONTUSIÓN DE LOS PÁRPADOS Y DE LA REGIÓN PERIOCULAR,476,6142548.01,0.0101,89.4145,1008
ESTRABISMO CONCOMITANTE CONVERGENTE,473,11811845.040000001,0.01,89.4245,1009
EMBOLIA Y TROMBOSIS DE LA AORTA ABDOMINAL,473,40629614.61,0.01,89.4345,1010
PANSINUSITIS AGUDA,470,30596102.22,0.01,89.4445,1011
TUMOR MALIGNO DEL COLON ASCENDENTE,470,86243264.7,0.01,89.4545,1012
PREECLAMPSIA LEVE A MODERADA,469,17436108.88,0.01,89.4645,1013
"HIDRONEFROSIS CON ESTRECHEZ URETERAL, NO CLASIFICADA EN OTRA PARTE",468,29436780.61,0.0099,89.4744,1014
"NEFRITIS TUBULOINTERSTICIAL, NO ESPECIFICADA COMO AGUDA O CRÓNICA",468,23249008.31,0.0099,89.4843,1015
EMBOLIA PULMONAR SIN MENCIÓN DE CORAZÓN PULMONAR AGUDO,468,53636746.31,0.0099,89.4942,1016
"TRAUMATISMO SUPERFICIAL DEL PIE Y DEL TOBILLO, NO ESPECIFICADO",466,26201045.18,0.0099,89.5041,1017
TRASTORNOS DEL INICIO Y DEL MANTENIMIENTO DEL SUEÑO [INSOMNIOS],466,12702912.05,0.0099,89.514,1018
CUERPO EXTRAÑO EN EL ESÓFAGO,465,11519591.76,0.0099,89.5239,1019
PANCREATITIS CRÓNICA INDUCIDA POR EL ALCOHOL,465,31271665.99,0.0099,89.5338,1020
ORZUELO Y OTRAS INFLAMACIONES PROFUNDAS DEL PÁRPADO,465,3364029.83,0.0099,89.5437,1021
OTRAS ENFERMEDADES PULMONARES INTERSTICIALES CON FIBROSIS,464,63471312.61,0.0098,89.5535,1022
OTRAS ENFERMEDADES INFLAMATORIAS DE LA PRÓSTATA,464,22817975.88,0.0098,89.5633,1023
OTROS ACCIDENTES DE TRANSPORTE ESPECIFICADOS,463,27848172.37,0.0098,89.5731,1024
"NEUMONÍA LOBAR, NO ESPECIFICADA",463,48690445.17,0.0098,89.5829,1025
TIROTOXICOSIS [HIPERTIROIDISMO],463,8574019.42,0.0098,89.5927,1026
ENFERMEDADES DE LAS NEURONAS MOTORAS,462,49781896.51,0.0098,89.6025,1027
CONJUNTIVITIS MUCOPURULENTA,461,1590343.8,0.0098,89.6123,1028
RUPTURA TRAUMÁTICA DE LIGAMENTOS DE LA MUÑECA Y DEL CARPO,461,28971312.46,0.0098,89.6221,1029
FRACTURA DEL ASTRÁGALO,460,37152587.05,0.0098,89.6319,1030
LINFOMA FOLICULAR GRADO III NO ESPECIFICADO,459,53849369.88,0.0097,89.6416,1031
FLEBITIS Y TROMBOFLEBITIS DE OTROS VASOS PROFUNDOS DE LOS MIEMBROS INFERIORES,458,49656281.45,0.0097,89.6513,1032
TRAUMATISMO SUPERFICIAL DEL LABIO Y DE LA CAVIDAD BUCAL,458,5684783.06,0.0097,89.661,1033
