causa_original,causa_corregida,tipo_correccion,similitud,frecuencia,anios,num_anios
HIPERTROFIA DE LAS AMÍGDALAS CON HIPERTROFIA DE LAS ADENOIDES,HIPERTROFIA DE LAS AMÍGDALAS CON HIPERTROFIA DE LAS ADENOIDES,sin_cambio,1.0,4713,"2021,2022,2023,2024",4
DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMA,DIABETES MELLITUS NO INSULINODEPENDIENTE CON COMA,sin_cambio,1.0,4690,2020,1
LEUCEMIA LINFOBLÁSTICA AGUDA [LLA],LEUCEMIA LINFOBLÁSTICA AGUDA [LLA],sin_cambio,1.0,4671,"2021,2022,2023,2024",4
"OTRAS NEUMONÍAS, DE MICROORGANISMO NO ESPECIFICADO","OTRAS NEUMONÍAS, DE MICROORGANISMO NO ESPECIFICADO",sin_cambio,1.0,4668,"2021,2022,2023,2024",4
ATRICIÓN EXCESIVA DE LOS DIENTES,ATRICIÓN EXCESIVA DE LOS DIENTES,sin_cambio,1.0,4657,"2021,2022,2023,2024",4
LEIOMIOMA SUBMUCOSO DEL UTERO,LEIOMIOMA SUBMUCOSO DEL ÚTERO,acento,0.99,4600,2020,1
ABSCESO ANAL,ABSCESO ANAL,sin_cambio,1.0,4557,"2020,2021,2022,2023,2024",5
NEFRITIS TUBULOINTERSTICIAL AGUDA,NEFRITIS TUBULOINTERSTICIAL AGUDA,sin_cambio,1.0,4501,"2020,2021,2022,2023,2024",5
MIGRAÑA SIN AURA [MIGRAÑA COMÚN],MIGRAÑA SIN AURA [MIGRAÑA COMÚN],sin_cambio,1.0,4486,"2021,2022,2023,2024",4
OTROS TRASTORNOS DEL DESARROLLO Y CRECIMIENTO ÓSEO,OTROS TRASTORNOS DEL DESARROLLO Y CRECIMIENTO ÓSEO,sin_cambio,1.0,4472,"2021,2022,2023,2024",4
LUXACIÓN DE LA RÓTULA,LUXACIÓN DE LA RÓTULA,sin_cambio,1.0,4457,"2021,2022,2023,2024",4
DIABETES MELLITUS TIPO 2,DIABETES MELLITUS TIPO 2,sin_cambio,1.0,4433,"2021,2022,2023,2024",4
CATARATA SENIL,CATARATA SENIL,sin_cambio,1.0,4389,"2020,2021,2022,2023,2024",5
PANCREATITIS IDIOPÁTICA AGUDA,PANCREATITIS IDIOPÁTICA AGUDA,sin_cambio,1.0,4336,"2021,2022,2023,2024",4
TUMOR MALIGNO DE LA MAMA,TUMOR MALIGNO DE LA MAMA,sin_cambio,1.0,4278,"2020,2021,2022,2023,2024",5
CALCULO DEL RIÑON Y DEL URETER,CALCULO DEL RIÑON Y DEL URETER,sin_cambio,1.0,4247,"2020,2021,2022,2023,2024",5
TRASTORNO RELACIONADO CON EL VAPEO (VAPING),TRASTORNO RELACIONADO CON EL VAPEO (VAPING),sin_cambio,1.0,4223,"2020,2021,2022,2024",4
ESGUINCES Y TORCEDURAS DE OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA RODILLA,ESGUINCES Y TORCEDURAS DE OTRAS PARTES Y LAS NO ESPECIFICADAS DE LA RODILLA,sin_cambio,1.0,4204,"2020,2021,2022,2023,2024",5
TUMOR MALIGNO DEL OVARIO,TUMOR MALIGNO DEL OVARIO,sin_cambio,1.0,4195,"2020,2021,2022,2023,2024",5
ENFERMEDADES DE LA PULPA Y DE LOS TEJIDOS PERIAPIC,ENFERMEDADES DE LA PULPA Y DE LOS TEJIDOS PERIAPICALES,truncado,0.9259,4184,2020,1
ABORTO RETENIDO,ABORTO RETENIDO,sin_cambio,1.0,4154,"2020,2021,2022,2023,2024",5
"DIABETES MELLITUS TIPO 1, SIN MENCIÓN DE COMPLICACIÓN","DIABETES MELLITUS TIPO 1, SIN MENCIÓN DE COMPLICACIÓN",sin_cambio,1.0,4087,"2021,2022,2023,2024",4
FRACTURA DE LA DIÁFISIS DEL CÚBITO Y DEL RADIO,FRACTURA DE LA DIÁFISIS DEL CÚBITO Y DEL RADIO,sin_cambio,1.0,4045,"2021,2022,2023,2024",4
FRACTURA DE OTROS HUESOS METACARPIANOS,FRACTURA DE OTROS HUESOS METACARPIANOS,sin_cambio,1.0,4026,"2020,2021,2022,2023,2024",5
"ABSCESO, FURÚNCULO Y CARBUNCO DE LA NARIZ","ABSCESO, FURÚNCULO Y CARBUNCO DE LA NARIZ",sin_cambio,1.0,4017,"2021,2022,2023,2024",4
"BRONQUITIS AGUDA, NO ESPECIFICADA","BRONQUITIS AGUDA, NO ESPECIFICADA",sin_cambio,1.0,4007,"2020,2021,2022,2023,2024",5
FRACTURA DE HUESO DEL METATARSO,FRACTURA DE HUESO DEL METATARSO,sin_cambio,1.0,3963,"2020,2021,2022,2023,2024",5
OTROS TRASTORNOS ESPECIFICADOS DE LOS DISCOS INTERVERTEBRALES,OTROS TRASTORNOS ESPECIFICADOS DE LOS DISCOS INTERVERTEBRALES,sin_cambio,1.0,3939,"2020,2021,2022,2023,2024",5
FÍSTULA ANAL,FÍSTULA ANAL,sin_cambio,1.0,3934,"2021,2022,2023,2024",4
"CARCINOMA IN SITU DE LA MAMA, PARTE NO ESPECIFICADA","CARCINOMA IN SITU DE LA MAMA, PARTE NO ESPECIFICADA",sin_cambio,1.0,3929,"2020,2021,2022,2023,2024",5
FRACTURA DEL PERONÉ SOLAMENTE,FRACTURA DEL PERONÉ SOLAMENTE,sin_cambio,1.0,3927,"2021,2022,2023,2024",4
ESGUINCES Y TORCEDURAS DE LA COLUMNA LUMBAR,ESGUINCES Y TORCEDURAS DE LA COLUMNA LUMBAR,sin_cambio,1.0,3919,"2020,2021,2022,2023,2024",5
FRACTURA DE LA DIÁFISIS DE LA TIBIA,FRACTURA DE LA DIÁFISIS DE LA TIBIA,sin_cambio,1.0,3893,"2021,2022,2023,2024",4
OTROS TRASTORNOS ESPECIFICADOS DEL METABOLISMO,OTROS TRASTORNOS ESPECIFICADOS DEL METABOLISMO,sin_cambio,1.0,3815,"2020,2021,2022,2023,2024",5
CERVICALGIA,CERVICALGIA,sin_cambio,1.0,3813,"2020,2021,2022,2023,2024",5
"COLECISTITIS, NO ESPECIFICADA","COLECISTITIS, NO ESPECIFICADA",sin_cambio,1.0,3795,"2020,2021,2022,2023,2024",5
LUPUS ERITEMATOSO DISCOIDE,LUPUS ERITEMATOSO DISCOIDE,sin_cambio,1.0,3774,"2020,2021,2022,2023,2024",5
PUBERTAD PRECOZ,PUBERTAD PRECOZ,sin_cambio,1.0,3753,"2020,2021,2022,2023,2024",5
FRACTURA DE LOS HUESOS DE OTRO(S) DEDO(S) DEL PIE,FRACTURA DE LOS HUESOS DE OTRO(S) DEDO(S) DEL PIE,sin_cambio,1.0,3750,"2020,2021,2022,2023,2024",5
ESOFAGITIS,ESOFAGITIS,sin_cambio,1.0,3729,"2020,2021,2022,2023,2024",5
APENDICITIS AGUDA CON ABSCESO PERITONEAL,APENDICITIS AGUDA CON ABSCESO PERITONEAL,sin_cambio,1.0,3719,"2020,2021,2022,2023,2024",5
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA GLÁNDULA TIROIDES,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA GLÁNDULA TIROIDES,sin_cambio,1.0,3709,"2021,2022,2023,2024",4
"INFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACIÓN","INFARTO AGUDO DEL MIOCARDIO, SIN OTRA ESPECIFICACIÓN",sin_cambio,1.0,3670,"2021,2022,2023,2024",4
LEIOMIOMA INTRAMURAL DEL ÚTERO,LEIOMIOMA INTRAMURAL DEL ÚTERO,sin_cambio,1.0,3635,"2021,2022,2023,2024",4
ENFERMEDAD DEL REFLUJO GASTROESOFAGICO,ENFERMEDAD DEL REFLUJO GASTROESOFAGICO,sin_cambio,1.0,3599,"2020,2021,2022,2023,2024",5
COLELITIASIS,COLELITIASIS,sin_cambio,1.0,3591,"2020,2021,2022,2023,2024",5
"EVENTO NO ESPECIFICADO, DE INTENCIÓN NO DETERMINADA, VIVIENDA","EVENTO NO ESPECIFICADO, DE INTENCIÓN NO DETERMINADA, VIVIENDA",sin_cambio,1.0,3585,"2021,2022,2023,2024",4
EXAMEN PARA FINES DE SEGUROS,EXAMEN PARA FINES DE SEGUROS,sin_cambio,1.0,3569,"2020,2021,2022,2023,2024",5
OTRA RUPTURA ESPONTÁNEA DEL (DE LOS) LIGAMENTO(S) DE LA RODILLA,OTRA RUPTURA ESPONTÁNEA DEL (DE LOS) LIGAMENTO(S) DE LA RODILLA,sin_cambio,1.0,3566,"2021,2022,2023,2024",4
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL TESTÍCULO,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL TESTÍCULO,sin_cambio,1.0,3552,"2021,2022,2023,2024",4
"ESTADO DE EMBARAZO, INCIDENTAL","ESTADO DE EMBARAZO, INCIDENTAL",sin_cambio,1.0,3538,"2020,2021,2022,2023,2024",5
"HEMORROIDES NO ESPECIFICADAS, SIN COMPLICACIÓN","HEMORROIDES NO ESPECIFICADAS, SIN COMPLICACIÓN",sin_cambio,1.0,3532,"2021,2022,2023,2024",4
MIELOMA MÚLTIPLE,MIELOMA MÚLTIPLE,sin_cambio,1.0,3498,"2021,2022,2023,2024",4
OTROS TRAUMATISMOS ESPECIFICADOS QUE AFECTAN MÚLTIPLES REGIONES DEL CUERPO,OTROS TRAUMATISMOS ESPECIFICADOS QUE AFECTAN MÚLTIPLES REGIONES DEL CUERPO,sin_cambio,1.0,3494,"2021,2022,2023,2024",4
HIPERTROFIA DE LOS CORNETES NASALES,HIPERTROFIA DE LOS CORNETES NASALES,sin_cambio,1.0,3479,"2020,2021,2022,2023,2024",5
"TRASTORNOS DE DISCOS INTERVERTEBRALES LUMBARES Y OTROS, CON MIELOPATIA (G99.2*)","TRASTORNOS DE DISCOS INTERVERTEBRALES LUMBARES Y OTROS, CON MIELOPATÍA",typo,0.9396,3464,2020,1
HIPERPLASIA DE GLÁNDULA DEL ENDOMETRIO,HIPERPLASIA DE GLÁNDULA DEL ENDOMETRIO,sin_cambio,1.0,3457,"2021,2022,2023,2024",4
GINGIVITIS Y ENFERMEDADES PERIODONTALES,GINGIVITIS Y ENFERMEDADES PERIODONTALES,sin_cambio,1.0,3441,"2020,2021,2022,2023,2024",5
TRAUMATISMO DEL MÚSCULO(S) Y TENDÓN(ES) DEL MANGUITO ROTATORIO DEL HOMBRO,TRAUMATISMO DEL MÚSCULO(S) Y TENDÓN(ES) DEL MANGUITO ROTATORIO DEL HOMBRO,sin_cambio,1.0,3430,"2021,2022,2023,2024",4
"ENFERMEDAD RENAL CRÓNICA, NO ESPECIFICADA","ENFERMEDAD RENAL CRÓNICA, NO ESPECIFICADA",sin_cambio,1.0,3425,"2021,2022,2023,2024",4
"INFECCION DE LAS VIAS URINARIAS, SITIO NO ESPECIFI","INFECCIÓN DE VÍAS URINARIAS, SITIO NO ESPECIFICADO",typo,0.92,3412,2020,1
"CATARATA SENIL, NO ESPECIFICADA","CATARATA SENIL, NO ESPECIFICADA",sin_cambio,1.0,3407,"2020,2021,2022,2023,2024",5
SÍNDROME DEL TÚNEL CARPIANO,SÍNDROME DEL TÚNEL CARPIANO,sin_cambio,1.0,3374,"2021,2022,2023,2024",4
CÁLCULO DE CONDUCTO BILIAR CON COLECISTITIS,CÁLCULO DE CONDUCTO BILIAR CON COLECISTITIS,sin_cambio,1.0,3371,"2021,2022,2023,2024",4
TUMOR BENIGNO DEL OVARIO,TUMOR BENIGNO DEL OVARIO,sin_cambio,1.0,3365,"2020,2021,2022,2023,2024",5
"EPILEPSIA, TIPO NO ESPECIFICADO","EPILEPSIA, TIPO NO ESPECIFICADO",sin_cambio,1.0,3361,"2020,2021,2022,2023,2024",5
PANCOLITIS ULCERATIVA (CRÓNICA),PANCOLITIS ULCERATIVA (CRÓNICA),sin_cambio,1.0,3356,"2021,2022,2023,2024",4
SOSPECHA DE GLAUCOMA,SOSPECHA DE GLAUCOMA,sin_cambio,1.0,3346,"2020,2021,2022,2023,2024",5
ENDOMETRIOSIS DEL OVARIO,ENDOMETRIOSIS DEL OVARIO,sin_cambio,1.0,3337,"2020,2021,2022,2023,2024",5
SÍNDROME DE DIFICULTAD RESPIRATORIA DEL RECIÉN NACIDO,SÍNDROME DE DIFICULTAD RESPIRATORIA DEL RECIÉN NACIDO,sin_cambio,1.0,3335,"2021,2022,2023,2024",4
"HEMORROIDES NO ESPECIFICADAS, CON OTRAS COMPLICACIONES","HEMORROIDES NO ESPECIFICADAS, CON OTRAS COMPLICACIONES",sin_cambio,1.0,3334,"2020,2021,2022,2023,2024",5
QUISTE EN DESARROLLO DEL OVARIO,QUISTE EN DESARROLLO DEL OVARIO,sin_cambio,1.0,3332,"2020,2021,2022,2023,2024",5
FIBROADENOSIS DE MAMA,FIBROADENOSIS DE MAMA,sin_cambio,1.0,3316,"2021,2022,2023,2024",4
ARTRITIS REUMATOIDE SERONEGATIVA,ARTRITIS REUMATOIDE SERONEGATIVA,sin_cambio,1.0,3311,"2020,2021,2022,2023,2024",5
EXAMEN MEDICO GENERAL,EXAMEN MÉDICO GENERAL,acento,0.99,3301,2020,1
DISPLASIA CERVICAL LEVE,DISPLASIA CERVICAL LEVE,sin_cambio,1.0,3286,"2020,2021,2022,2023,2024",5
HIPERCOLESTEROLEMIA PURA,HIPERCOLESTEROLEMIA PURA,sin_cambio,1.0,3279,"2020,2021,2022,2023,2024",5
HEMORROIDES INTERNAS CON OTRAS COMPLICACIONES,HEMORROIDES INTERNAS CON OTRAS COMPLICACIONES,sin_cambio,1.0,3277,"2020,2021,2022,2023,2024",5
OTRAS COLECISTITIS,OTRAS COLECISTITIS,sin_cambio,1.0,3269,"2020,2021,2022,2023,2024",5
TRASTORNO DE DISCO CERVICAL CON MIELOPATÍA,TRASTORNO DE DISCO CERVICAL CON MIELOPATÍA,sin_cambio,1.0,3249,"2021,2022,2023,2024",4
PAPILOMAVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,PAPILOMAVIRUS COMO CAUSA DE ENFERMEDADES CLASIFICADAS EN OTROS CAPÍTULOS,sin_cambio,1.0,3235,"2021,2022,2023,2024",4
HERIDA DE OTRAS PARTES DE LA CABEZA,HERIDA DE OTRAS PARTES DE LA CABEZA,sin_cambio,1.0,3228,"2020,2021,2022,2023,2024",5
CONTUSIÓN DEL HOMBRO Y DEL BRAZO,CONTUSIÓN DEL HOMBRO Y DEL BRAZO,sin_cambio,1.0,3204,"2021,2022,2023,2024",4
"COXARTROSIS PRIMARIA, BILATERAL","COXARTROSIS PRIMARIA, BILATERAL",sin_cambio,1.0,3192,"2020,2021,2022,2023,2024",5
HERIDA DEL CUERO CABELLUDO,HERIDA DEL CUERO CABELLUDO,sin_cambio,1.0,3129,"2020,2021,2022,2023,2024",5
FRACTURA DE LA EPÍFISIS INFERIOR DEL HÚMERO,FRACTURA DE LA EPÍFISIS INFERIOR DEL HÚMERO,sin_cambio,1.0,3120,"2021,2022,2023,2024",4
OTROS TRASTORNOS DE LOS DISCOS INTERVERTEBRALES,OTROS TRASTORNOS DE LOS DISCOS INTERVERTEBRALES,sin_cambio,1.0,3100,"2020,2021,2022,2023,2024",5
"CAÍDA EN EL MISMO NIVEL POR DESLIZAMIENTO, TROPEZÓN Y TRASPIÉ, VIVIENDA","CAÍDA EN EL MISMO NIVEL POR DESLIZAMIENTO, TROPEZÓN Y TRASPIÉ, VIVIENDA",sin_cambio,1.0,3093,"2021,2022,2023,2024",4
SÍNDROME DEL COLON IRRITABLE CON DIARREA,SÍNDROME DEL COLON IRRITABLE CON DIARREA,sin_cambio,1.0,3091,"2021,2022,2023,2024",4
NEUMONÍA DEBIDA A ADENOVIRUS,NEUMONÍA DEBIDA A ADENOVIRUS,sin_cambio,1.0,3064,"2021,2022,2023,2024",4
TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL RIÑÓN,TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL RIÑÓN,sin_cambio,1.0,3055,"2021,2022,2023,2024",4
TUMOR MALIGNO DEL PEZON Y AREOLA MAMARIA,TUMOR MALIGNO DEL PEZÓN Y ARÉOLA MAMARIA,acento,0.99,3042,2020,1
FRACTURA DE LA DIÁFISIS DEL HÚMERO,FRACTURA DE LA DIÁFISIS DEL HÚMERO,sin_cambio,1.0,3040,"2021,2022,2023,2024",4
QUISTE PILONIDAL CON ABSCESO,QUISTE PILONIDAL CON ABSCESO,sin_cambio,1.0,3031,"2020,2021,2022,2023,2024",5
BRONQUITIS AGUDA DEBIDA A MYCOPLASMA PNEUMONIAE,BRONQUITIS AGUDA DEBIDA A MYCOPLASMA PNEUMONIAE,sin_cambio,1.0,3006,"2020,2021,2022,2023,2024",5
"CÁLCULO URINARIO, NO ESPECIFICADO","CÁLCULO URINARIO, NO ESPECIFICADO",sin_cambio,1.0,2999,"2021,2022,2023,2024",4
TRAUMATISMO SUPERFICIAL DEL CUERO CABELLUDO,TRAUMATISMO SUPERFICIAL DEL CUERO CABELLUDO,sin_cambio,1.0,2988,"2020,2021,2022,2023,2024",5
"HERNIA INGUINAL BILATERAL CON OBSTRUCCION, SIN GANGRENA","HERNIA INGUINAL BILATERAL CON OBSTRUCCIÓN, SIN GANGRENA",acento,0.99,2950,2020,1
CONCUSIÓN,CONCUSIÓN,sin_cambio,1.0,2942,"2021,2022,2023,2024",4
OTROS DOLORES ABDOMINALES Y LOS NO ESPECIFICADOS,OTROS DOLORES ABDOMINALES Y LOS NO ESPECIFICADOS,sin_cambio,1.0,2940,"2020,2021,2022,2023,2024",5
HERNIA INGUINAL,HERNIA INGUINAL,sin_cambio,1.0,2924,"2020,2021,2022,2023,2024",5
"OSTEOPOROSIS POSTMENOPÁUSICA, SIN FRACTURA PATOLÓGICA","OSTEOPOROSIS POSTMENOPÁUSICA, SIN FRACTURA PATOLÓGICA",sin_cambio,1.0,2886,"2021,2022,2023,2024",4
FRACTURA DEL CALCÁNEO,FRACTURA DEL CALCÁNEO,sin_cambio,1.0,2877,"2021,2022,2023,2024",4
CONVULSIONES FEBRILES,CONVULSIONES FEBRILES,sin_cambio,1.0,2856,"2020,2021,2022,2023,2024",5
"PARTO UNICO ESPONTANEO, SIN OTRA ESPECIFICACION","PARTO ÚNICO ESPONTÁNEO, SIN OTRA ESPECIFICACIÓN",acento,0.99,2849,2020,1
CALCULO DEL URETER,CÁLCULO DEL URÉTER,acento,0.99,2849,2020,1
LUMBAGO CON CIÁTICA,LUMBAGO CON CIÁTICA,sin_cambio,1.0,2840,"2021,2022,2023,2024",4
"BRONCONEUMONÍA, NO ESPECIFICADA","BRONCONEUMONÍA, NO ESPECIFICADA",sin_cambio,1.0,2827,"2021,2022,2023,2024",4
OTROS DESPLAZAMIENTOS ESPECIFICADOS DE DISCO INTERVERTEBRAL,OTROS DESPLAZAMIENTOS ESPECIFICADOS DE DISCO INTERVERTEBRAL,sin_cambio,1.0,2818,"2020,2021,2022,2023,2024",5
OTRO PESO BAJO AL NACER,OTRO PESO BAJO AL NACER,sin_cambio,1.0,2814,"2020,2021,2022,2023,2024",5
RINOFARINGITIS AGUDA [RESFRIADO COMÚN],RINOFARINGITIS AGUDA [RESFRIADO COMÚN],sin_cambio,1.0,2813,"2021,2022,2023,2024",4
CÁLCULO DE LA VESÍCULA BILIAR SIN COLECISTITIS,CÁLCULO DE LA VESÍCULA BILIAR SIN COLECISTITIS,sin_cambio,1.0,2797,"2021,2022,2023,2024",4
SÍNDROME DE OVARIO POLIQUÍSTICO,SÍNDROME DE OVARIO POLIQUÍSTICO,sin_cambio,1.0,2793,"2021,2022,2023,2024",4
NEUMONÍA DEBIDA A OTROS VIRUS,NEUMONÍA DEBIDA A OTROS VIRUS,sin_cambio,1.0,2786,"2021,2022,2023,2024",4
PARTO UNICO ESPONTANEO,PARTO UNICO ESPONTANEO,sin_cambio,1.0,2785,"2020,2021,2022,2023,2024",5
HERNIA UMBILICAL,HERNIA UMBILICAL,sin_cambio,1.0,2781,"2020,2021,2022,2023,2024",5
COLITIS Y GASTROENTERITIS DEBIDAS A RADIACIÓN,COLITIS Y GASTROENTERITIS DEBIDAS A RADIACIÓN,sin_cambio,1.0,2771,"2021,2022,2023,2024",4
"COLITIS Y GASTROENTERITIS NO INFECCIOSAS, NO ESPECIFICADAS","COLITIS Y GASTROENTERITIS NO INFECCIOSAS, NO ESPECIFICADAS",sin_cambio,1.0,2764,"2020,2021,2022,2023,2024",5
"LEIOMIOMA DEL UTERO, SIN OTRA ESPECIFICACION","LEIOMIOMA DEL ÚTERO, SIN OTRA ESPECIFICACIÓN",acento,0.99,2760,2020,1
TUMOR MALIGNO DEL RECTO,TUMOR MALIGNO DEL RECTO,sin_cambio,1.0,2750,"2020,2021,2022,2023,2024",5
GASTRITIS AGUDA HEMORRAGICA,GASTRITIS AGUDA HEMORRÁGICA,acento,0.99,2745,2020,1
TAQUICARDIA SUPRAVENTRICULAR,TAQUICARDIA SUPRAVENTRICULAR,sin_cambio,1.0,2733,"2020,2021,2022,2023,2024",5
ENFERMEDAD DIVERTICULAR DEL INTESTINO GRUESO SIN PERFORACIÓN NI ABSCESO,ENFERMEDAD DIVERTICULAR DEL INTESTINO GRUESO SIN PERFORACIÓN NI ABSCESO,sin_cambio,1.0,2731,"2021,2022,2023,2024",4
"GASTRITIS CRÓNICA, NO ESPECIFICADA","GASTRITIS CRÓNICA, NO ESPECIFICADA",sin_cambio,1.0,2728,"2021,2022,2023,2024",4
LUXACIÓN DE LA ARTICULACIÓN ACROMIOCLAVICULAR,LUXACIÓN DE LA ARTICULACIÓN ACROMIOCLAVICULAR,sin_cambio,1.0,2723,"2021,2022,2023,2024",4
"COLITIS ULCERATIVA, SIN OTRA ESPECIFICACIÓN","COLITIS ULCERATIVA, SIN OTRA ESPECIFICACIÓN",sin_cambio,1.0,2688,"2021,2022,2023,2024",4
HIPERMETROPIA,HIPERMETROPÍA,acento,0.99,2679,2020,1
"ESPONDILITIS ANQUILOSANTE, SITIOS MÚLTIPLES DE LA COLUMNA VERTEBRAL","ESPONDILITIS ANQUILOSANTE, SITIOS MÚLTIPLES DE LA COLUMNA VERTEBRAL",sin_cambio,1.0,2634,"2021,2022,2023,2024",4
HIPERTROFIA DE LAS AMÍGDALAS,HIPERTROFIA DE LAS AMÍGDALAS,sin_cambio,1.0,2627,"2021,2022,2023,2024",4
"TRAUMATISMO DE LA CABEZA, NO ESPECIFICADO","TRAUMATISMO DE LA CABEZA, NO ESPECIFICADO",sin_cambio,1.0,2619,"2020,2021,2022,2023,2024",5
FIBRILACIÓN AURICULAR PAROXÍSTICA,FIBRILACIÓN AURICULAR PAROXÍSTICA,sin_cambio,1.0,2609,"2021,2022,2023,2024",4
"HERNIA INGUINAL UNILATERAL O NO ESPECIFICADA, CON OBSTRUCCIÓN, SIN GANGRENA","HERNIA INGUINAL UNILATERAL O NO ESPECIFICADA, CON OBSTRUCCIÓN, SIN GANGRENA",sin_cambio,1.0,2606,"2021,2022,2023,2024",4
OTRAS COLITIS ULCERATIVAS,OTRAS COLITIS ULCERATIVAS,sin_cambio,1.0,2598,"2020,2021,2022,2023,2024",5
ENFERMEDAD DE PARKINSON,ENFERMEDAD DE PARKINSON,sin_cambio,1.0,2590,"2020,2021,2022,2023,2024",5
ARTRITIS REUMATOIDE JUVENIL,ARTRITIS REUMATOIDE JUVENIL,sin_cambio,1.0,2587,"2020,2021,2022,2023,2024",5
FRACTURA DE LA EPÍFISIS SUPERIOR DEL RADIO,FRACTURA DE LA EPÍFISIS SUPERIOR DEL RADIO,sin_cambio,1.0,2578,"2021,2022,2023,2024",4
LINFADENITIS MESENTÉRICA INESPECÍFICA,LINFADENITIS MESENTÉRICA INESPECÍFICA,sin_cambio,1.0,2559,"2021,2022,2023,2024",4
FIEBRE DEL DENGUE [DENGUE CLÁSICO],FIEBRE DEL DENGUE [DENGUE CLÁSICO],sin_cambio,1.0,2544,"2021,2022,2023,2024",4
CARCINOMA IN SITU DE LA PRÓSTATA,CARCINOMA IN SITU DE LA PRÓSTATA,sin_cambio,1.0,2539,"2021,2022,2023,2024",4
"LESIÓN DEL HOMBRO, NO ESPECIFICADA","LESIÓN DEL HOMBRO, NO ESPECIFICADA",sin_cambio,1.0,2531,"2021,2022,2023,2024",4
TAQUIPNEA TRANSITORIA DEL RECIÉN NACIDO,TAQUIPNEA TRANSITORIA DEL RECIÉN NACIDO,sin_cambio,1.0,2514,"2021,2022,2023,2024",4
CONTUSIÓN DEL TOBILLO,CONTUSIÓN DEL TOBILLO,sin_cambio,1.0,2498,"2021,2022,2023,2024",4
SINUSITIS MAXILAR CRÓNICA,SINUSITIS MAXILAR CRÓNICA,sin_cambio,1.0,2496,"2021,2022,2023,2024",4
OTRAS COLELITIASIS,OTRAS COLELITIASIS,sin_cambio,1.0,2481,"2020,2021,2022,2023,2024",5
OTRAS ENFERMEDADES ESPECIFICADAS DE LA VESÍCULA BILIAR,OTRAS ENFERMEDADES ESPECIFICADAS DE LA VESÍCULA BILIAR,sin_cambio,1.0,2457,"2021,2022,2023,2024",4
FARINGITIS ESTREPTOCÓCICA,FARINGITIS ESTREPTOCÓCICA,sin_cambio,1.0,2444,"2021,2022,2023,2024",4
"COVID-19, VIRUS NO IDENTIFICADO","COVID-19, VIRUS NO IDENTIFICADO",sin_cambio,1.0,2432,"2021,2022,2023,2024",4
"HEMORRAGIA GASTROINTESTINAL, NO ESPECIFICADA","HEMORRAGIA GASTROINTESTINAL, NO ESPECIFICADA",sin_cambio,1.0,2421,"2020,2021,2022,2023,2024",5
ABDOMEN AGUDO,ABDOMEN AGUDO,sin_cambio,1.0,2415,"2020,2021,2022,2023,2024",5
FRACTURA DE LA EPÍFISIS INFERIOR DEL CÚBITO Y DEL RADIO,FRACTURA DE LA EPÍFISIS INFERIOR DEL CÚBITO Y DEL RADIO,sin_cambio,1.0,2407,"2021,2022,2023,2024",4
HIPOTIROIDISMO CONGÉNITO CON BOCIO DIFUSO,HIPOTIROIDISMO CONGÉNITO CON BOCIO DIFUSO,sin_cambio,1.0,2405,"2021,2022,2023,2024",4
"MORDEDURA O ATAQUE DE PERRO, VIVIENDA","MORDEDURA O ATAQUE DE PERRO, VIVIENDA",sin_cambio,1.0,2405,"2021,2022,2023,2024",4
"HERNIA INCISIONAL CON OBSTRUCCIÓN, SIN GANGRENA","HERNIA INCISIONAL CON OBSTRUCCIÓN, SIN GANGRENA",sin_cambio,1.0,2405,"2021,2022,2023,2024",4
EXAMEN GENERAL E INVESTIGACION DE PERSONAS SIN QUE,EXAMEN GENERAL E INVESTIGACION DE PERSONAS SIN QUEJAS O SIN DIAGNOSTICO INFORMADO,truncado,0.6173,2401,2020,1
FRACTURA DE LA EPÍFISIS SUPERIOR DE LA TIBIA,FRACTURA DE LA EPÍFISIS SUPERIOR DE LA TIBIA,sin_cambio,1.0,2396,"2021,2022,2023,2024",4
MIOPIA,MIOPÍA,acento,0.99,2394,2020,1
SÍNCOPE Y COLAPSO,SÍNCOPE Y COLAPSO,sin_cambio,1.0,2381,"2021,2022,2023,2024",4
HIPERPLASIA DE LA PROSTATA,HIPERPLASIA DE LA PRÓSTATA,acento,0.99,2363,2020,1
OTRAS AFECCIONES ESPECIFICADAS DE LOS DIENTES Y DE SUS ESTRUCTURAS DE SOSTÉN,OTRAS AFECCIONES ESPECIFICADAS DE LOS DIENTES Y DE SUS ESTRUCTURAS DE SOSTÉN,sin_cambio,1.0,2333,"2021,2022,2023,2024",4
OTRAS CONVULSIONES Y LAS NO ESPECIFICADAS,OTRAS CONVULSIONES Y LAS NO ESPECIFICADAS,sin_cambio,1.0,2306,"2020,2021,2022,2023,2024",5
